,Name,Latitude,Longitude,datum,afstand,te laat,uur,minuut,seconde
11306162,Sheremetyevo International Airport,55.972599,37.4146,Winter,2186523.32866356,green,2.4294703651817335,25.768221910904007,46.09331465424039
11306163,Sheremetyevo International Airport,55.972599,37.4146,Zomer,2186523.32866356,green,2.4294703651817335,25.768221910904007,46.09331465424039
11323656,Kazan International Airport,55.60620117,49.27870178,Herfst,2919348.843964659,green,3.24372093773851,14.62325626431061,37.39537585863657
11323657,Kazan International Airport,55.60620117,49.27870178,Lente,2919348.843964659,green,3.24372093773851,14.62325626431061,37.39537585863657
11323658,Kazan International Airport,55.60620117,49.27870178,Winter,2919348.843964659,green,3.24372093773851,14.62325626431061,37.39537585863657
11323659,Kazan International Airport,55.60620117,49.27870178,Zomer,2919348.843964659,green,3.24372093773851,14.62325626431061,37.39537585863657
11341152,Ufa International Airport,54.55749893,55.87440109,Herfst,3345522.9044391173,green,3.717247671599019,43.03486029594115,2.091617756469175
11341153,Ufa International Airport,54.55749893,55.87440109,Lente,3345522.9044391173,green,3.717247671599019,43.03486029594115,2.091617756469175
11341154,Ufa International Airport,54.55749893,55.87440109,Winter,3345522.9044391173,green,3.717247671599019,43.03486029594115,2.091617756469175
11341155,Ufa International Airport,54.55749893,55.87440109,Zomer,3345522.9044391173,green,3.717247671599019,43.03486029594115,2.091617756469175
11358648,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,Herfst,6546428.398565082,green,7.27380933173898,16.42855990433879,25.71359426032752
11358649,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,Lente,6546428.398565081,orange,7.2738093317389785,16.42855990433873,25.71359426032379
11358650,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,Winter,6546428.398565082,orange,7.27380933173898,16.42855990433879,25.71359426032752
11358651,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,Zomer,6546428.398565082,orange,7.27380933173898,16.42855990433879,25.71359426032752
11365476,Dabolim Airport,15.38080025,73.83139801,Herfst,6909808.954945537,green,7.677565505495042,40.65393032970248,39.23581978214904
11365477,Dabolim Airport,15.38080025,73.83139801,Lente,6909808.954945538,orange,7.677565505495043,40.65393032970255,39.235819782152774
11365478,Dabolim Airport,15.38080025,73.83139801,Winter,6909808.954945538,orange,7.677565505495043,40.65393032970255,39.235819782152774
11365479,Dabolim Airport,15.38080025,73.83139801,Zomer,6909808.954945539,orange,7.677565505495044,40.65393032970261,39.2358197821565
11372304,Bandaranaike International Colombo Airport,7.180759907,79.88410187,Herfst,8023066.298915476,green,8.914518109906084,54.87108659436504,52.265195661902425
11372305,Bandaranaike International Colombo Airport,7.180759907,79.88410187,Lente,8023066.298915475,green,8.914518109906084,54.871086594364975,52.2651956618987
11372306,Bandaranaike International Colombo Airport,7.180759907,79.88410187,Winter,8023066.298915476,green,8.914518109906084,54.87108659436504,52.265195661902425
11372769,Phnom Penh International Airport,11.54660034,104.8440018,Lente,9539855.707838511,red,10.599839675376124,35.990380522567406,59.422831354044376
11372770,Chek Lap Kok International Airport,22.30890083,113.9150009,Herfst,9295880.72073311,green,10.328756356370121,19.725381382207324,43.522882932439444
11372771,Chek Lap Kok International Airport,22.30890083,113.9150009,Lente,9295880.72073311,orange,10.328756356370121,19.725381382207324,43.522882932439444
11372772,Chek Lap Kok International Airport,22.30890083,113.9150009,Winter,9295880.72073311,green,10.328756356370121,19.725381382207324,43.522882932439444
11372773,Chek Lap Kok International Airport,22.30890083,113.9150009,Zomer,9295880.72073311,orange,10.328756356370121,19.725381382207324,43.522882932439444
11380274,Indira Gandhi International Airport,28.56649971,77.10310364,Herfst,6159431.143092023,green,6.843812381213359,50.628742872801546,37.724572368092836
11380275,Indira Gandhi International Airport,28.56649971,77.10310364,Lente,6159431.143092024,orange,6.84381238121336,50.62874287280161,37.72457236809656
11380276,Indira Gandhi International Airport,28.56649971,77.10310364,Winter,6159431.143092024,orange,6.84381238121336,50.62874287280161,37.72457236809656
11380277,Indira Gandhi International Airport,28.56649971,77.10310364,Zomer,6159431.143092024,orange,6.84381238121336,50.62874287280161,37.72457236809656
11387102,Malé International Airport,4.191830158,73.52909851,Herfst,7802501.030330505,green,8.669445589256117,40.16673535536702,10.004121322020888
11387103,Malé International Airport,4.191830158,73.52909851,Lente,7802501.030330505,orange,8.669445589256117,40.16673535536702,10.004121322020888
11387104,Malé International Airport,4.191830158,73.52909851,Winter,7802501.030330504,red,8.669445589256116,40.16673535536695,10.004121322017163
11387777,Phuket International Airport,8.113200188,98.31690216,Herfst,9333100.639591038,green,10.37011182176782,22.206709306069214,12.402558364152908
11387778,Phuket International Airport,8.113200188,98.31690216,Lente,9333100.639591038,orange,10.37011182176782,22.206709306069214,12.402558364152908
11387779,Phuket International Airport,8.113200188,98.31690216,Winter,9333100.639591038,green,10.37011182176782,22.206709306069214,12.402558364152908
11387780,Phuket International Airport,8.113200188,98.31690216,Zomer,9333100.639591038,orange,10.37011182176782,22.206709306069214,12.402558364152908
11396381,Tan Son Nhat International Airport,10.81879997,106.6520004,Herfst,9732263.866254238,orange,10.813626518060264,48.817591083615895,49.05546501695365
11396382,Tan Son Nhat International Airport,10.81879997,106.6520004,Lente,9732263.866254238,red,10.813626518060264,48.817591083615895,49.05546501695365
11396383,Tan Son Nhat International Airport,10.81879997,106.6520004,Winter,9732263.866254238,orange,10.813626518060264,48.817591083615895,49.05546501695365
11396756,Singapore Changi Airport,1.35019,103.994003,Herfst,10309661.663657624,green,11.455179626286249,27.310777577174953,18.6466546304971
11396757,Singapore Changi Airport,1.35019,103.994003,Lente,10309661.663657624,green,11.455179626286249,27.310777577174953,18.6466546304971
11396758,Singapore Changi Airport,1.35019,103.994003,Winter,10309661.663657624,green,11.455179626286249,27.310777577174953,18.6466546304971
11396759,Singapore Changi Airport,1.35019,103.994003,Zomer,10309661.663657624,orange,11.455179626286249,27.310777577174953,18.6466546304971
11405400,Sydney Kingsford Smith International Airport,-33.94609833,151.177002,Lente,16565313.794074368,red,18.405904215638188,24.354252938291182,21.25517629747093
11405402,Beijing Capital International Airport,40.08010101,116.5849991,Herfst,7991787.537330382,orange,8.87976393036709,52.78583582202544,47.150149321526285
11405403,Beijing Capital International Airport,40.08010101,116.5849991,Lente,7991787.537330382,orange,8.87976393036709,52.78583582202544,47.150149321526285
11405404,Beijing Capital International Airport,40.08010101,116.5849991,Winter,7991787.537330382,green,8.87976393036709,52.78583582202544,47.150149321526285
11405405,Beijing Capital International Airport,40.08010101,116.5849991,Zomer,7991787.537330382,green,8.87976393036709,52.78583582202544,47.150149321526285
11413634,Shenzhen Bao'an International Airport,22.63929939,113.810997,Herfst,9261264.087846955,orange,10.29029343094106,17.417605856463684,25.056351387821138
11413635,Shenzhen Bao'an International Airport,22.63929939,113.810997,Lente,9261264.087846955,orange,10.29029343094106,17.417605856463684,25.056351387821138
11413636,Shenzhen Bao'an International Airport,22.63929939,113.810997,Winter,9261264.087846955,green,10.29029343094106,17.417605856463684,25.056351387821138
11413637,Shenzhen Bao'an International Airport,22.63929939,113.810997,Zomer,9261264.087846955,green,10.29029343094106,17.417605856463684,25.056351387821138
11421866,Chengdu Shuangliu International Airport,30.57850075,103.9469986,Herfst,7948879.232124378,orange,8.832088035693753,49.925282141625196,55.51692849751189
11421867,Chengdu Shuangliu International Airport,30.57850075,103.9469986,Lente,7948879.232124378,orange,8.832088035693753,49.925282141625196,55.51692849751189
11421868,Chengdu Shuangliu International Airport,30.57850075,103.9469986,Winter,7948879.232124378,green,8.832088035693753,49.925282141625196,55.51692849751189
11421869,Chengdu Shuangliu International Airport,30.57850075,103.9469986,Zomer,7948879.232124378,green,8.832088035693753,49.925282141625196,55.51692849751189
11430098,Shanghai Pudong International Airport,31.14340019,121.8050003,Herfst,9051365.162671756,orange,10.057072402968618,3.4243441781170665,25.460650687023996
11430099,Shanghai Pudong International Airport,31.14340019,121.8050003,Lente,9051365.162671756,orange,10.057072402968618,3.4243441781170665,25.460650687023996
11430100,Shanghai Pudong International Airport,31.14340019,121.8050003,Winter,9051365.162671756,green,10.057072402968618,3.4243441781170665,25.460650687023996
11430101,Shanghai Pudong International Airport,31.14340019,121.8050003,Zomer,9051365.162671756,green,10.057072402968618,3.4243441781170665,25.460650687023996
11438330,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,Herfst,6026516.868225548,green,6.696129853583943,41.76779121503656,46.067472902193664
11438331,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,Lente,6026516.868225548,orange,6.696129853583943,41.76779121503656,46.067472902193664
11438332,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,Winter,6026516.868225548,green,6.696129853583943,41.76779121503656,46.067472902193664
11438333,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,Zomer,6026516.868225548,orange,6.696129853583943,41.76779121503656,46.067472902193664
11493114,San Francisco International Airport,37.61899948,-122.375,Herfst,9399162.304510966,green,10.44351367167885,26.610820300731064,36.649218043863776
11493115,San Francisco International Airport,37.61899948,-122.375,Lente,9399162.304510966,orange,10.44351367167885,26.610820300731064,36.649218043863776
11493116,San Francisco International Airport,37.61899948,-122.375,Winter,9399162.304510966,green,10.44351367167885,26.610820300731064,36.649218043863776
11493117,San Francisco International Airport,37.61899948,-122.375,Zomer,9399162.304510966,orange,10.44351367167885,26.610820300731064,36.649218043863776
11547898,Los Angeles International Airport,33.94250107,-118.4079971,Herfst,9556439.224876178,green,10.618265805417977,37.09594832507856,5.756899504713714
11547899,Los Angeles International Airport,33.94250107,-118.4079971,Lente,9556439.224876178,orange,10.618265805417977,37.09594832507856,5.756899504713714
11547900,Los Angeles International Airport,33.94250107,-118.4079971,Winter,9556439.224876178,green,10.618265805417977,37.09594832507856,5.756899504713714
11547901,Los Angeles International Airport,33.94250107,-118.4079971,Zomer,9556439.224876178,orange,10.618265805417977,37.09594832507856,5.756899504713714
11602682,Newark Liberty International Airport,40.69250107,-74.16870117,Herfst,6349231.38605491,green,7.054701540061011,3.2820924036606525,16.925544219639153
11602683,Newark Liberty International Airport,40.69250107,-74.16870117,Lente,6349231.386054909,orange,7.05470154006101,3.2820924036605903,16.925544219635427
11602684,Newark Liberty International Airport,40.69250107,-74.16870117,Winter,6349231.38605491,green,7.054701540061011,3.2820924036606525,16.925544219639153
11602685,Newark Liberty International Airport,40.69250107,-74.16870117,Zomer,6349231.38605491,orange,7.054701540061011,3.2820924036606525,16.925544219639153
11657466,Miami International Airport,25.79319954,-80.29060364,Herfst,7859654.1213642,green,8.732949023738,43.97694142427997,58.61648545679822
11657467,Miami International Airport,25.79319954,-80.29060364,Lente,7859654.121364199,orange,8.732949023737998,43.97694142427991,58.6164854567945
11657468,Miami International Airport,25.79319954,-80.29060364,Winter,7859654.121364199,green,8.732949023737998,43.97694142427991,58.6164854567945
11657469,Miami International Airport,25.79319954,-80.29060364,Zomer,7859654.1213642,orange,8.732949023738,43.97694142427997,58.61648545679822
11712250,Tampa International Airport,27.97550011,-82.53320313,Herfst,7851127.190277894,green,8.723474655864326,43.408479351859604,24.50876111157611
11712251,Tampa International Airport,27.97550011,-82.53320313,Lente,7851127.190277894,orange,8.723474655864326,43.408479351859604,24.50876111157611
11712252,Tampa International Airport,27.97550011,-82.53320313,Winter,7851127.190277894,green,8.723474655864326,43.408479351859604,24.50876111157611
11712253,Tampa International Airport,27.97550011,-82.53320313,Zomer,7851127.190277894,orange,8.723474655864326,43.408479351859604,24.50876111157611
11767034,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,Herfst,7549108.360687203,green,8.387898178541336,23.273890712480185,16.433442748811096
11767035,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,Lente,7549108.360687203,orange,8.387898178541336,23.273890712480185,16.433442748811096
11767036,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,Winter,7549108.360687203,green,8.387898178541336,23.273890712480185,16.433442748811096
11767037,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,Zomer,7549108.360687203,orange,8.387898178541336,23.273890712480185,16.433442748811096
11821818,Washington Dulles International Airport,38.94449997,-77.45580292,Herfst,6690506.846818273,green,7.433896496464747,26.033789787884864,2.027387273091823
11821819,Washington Dulles International Airport,38.94449997,-77.45580292,Lente,6690506.846818273,orange,7.433896496464747,26.033789787884864,2.027387273091823
11821820,Washington Dulles International Airport,38.94449997,-77.45580292,Winter,6690506.846818273,green,7.433896496464747,26.033789787884864,2.027387273091823
11821821,Washington Dulles International Airport,38.94449997,-77.45580292,Zomer,6690506.846818273,orange,7.433896496464747,26.033789787884864,2.027387273091823
11876602,San Diego International Airport,32.73360062,-117.1900024,Herfst,9606902.331510764,green,10.674335923900848,40.46015543405091,27.609326043054462
11876603,San Diego International Airport,32.73360062,-117.1900024,Lente,9606902.331510764,orange,10.674335923900848,40.46015543405091,27.609326043054462
11876604,San Diego International Airport,32.73360062,-117.1900024,Winter,9606902.331510764,green,10.674335923900848,40.46015543405091,27.609326043054462
11876605,San Diego International Airport,32.73360062,-117.1900024,Zomer,9606902.331510764,orange,10.674335923900848,40.46015543405091,27.609326043054462
11931386,Denver International Airport,39.86169815,-104.6729965,Herfst,8302909.167096709,green,9.225454630107455,13.52727780644726,31.636668386835606
11931387,Denver International Airport,39.86169815,-104.6729965,Lente,8302909.167096709,orange,9.225454630107455,13.52727780644726,31.636668386835606
11931388,Denver International Airport,39.86169815,-104.6729965,Winter,8302909.167096709,green,9.225454630107455,13.52727780644726,31.636668386835606
11931389,Denver International Airport,39.86169815,-104.6729965,Zomer,8302909.167096709,orange,9.225454630107455,13.52727780644726,31.636668386835606
11986170,Philadelphia International Airport,39.87189865,-75.2410965,Herfst,6476977.073161943,green,7.196641192402159,11.798471544129526,47.90829264777154
11986171,Philadelphia International Airport,39.87189865,-75.2410965,Lente,6476977.073161944,orange,7.19664119240216,11.798471544129587,47.90829264777526
11986172,Philadelphia International Airport,39.87189865,-75.2410965,Winter,6476977.073161943,green,7.196641192402159,11.798471544129526,47.90829264777154
11986173,Philadelphia International Airport,39.87189865,-75.2410965,Zomer,6476977.073161943,orange,7.196641192402159,11.798471544129526,47.90829264777154
12040954,John F Kennedy International Airport,40.63980103,-73.77890015,Herfst,6326342.609955949,green,7.029269566617721,1.7561739970632517,45.37043982379511
12040955,John F Kennedy International Airport,40.63980103,-73.77890015,Lente,6326342.609955949,orange,7.029269566617721,1.7561739970632517,45.37043982379511
12040956,John F Kennedy International Airport,40.63980103,-73.77890015,Winter,6326342.609955949,green,7.029269566617721,1.7561739970632517,45.37043982379511
12040957,John F Kennedy International Airport,40.63980103,-73.77890015,Zomer,6326342.609955949,orange,7.029269566617721,1.7561739970632517,45.37043982379511
12095738,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,Herfst,8418801.497167114,green,9.354223885741238,21.25343314447428,15.205988668456673
12095739,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,Lente,8418801.497167114,orange,9.354223885741238,21.25343314447428,15.205988668456673
12095740,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,Winter,8418801.497167114,green,9.354223885741238,21.25343314447428,15.205988668456673
12095741,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,Zomer,8418801.497167114,orange,9.354223885741238,21.25343314447428,15.205988668456673
12150522,Chicago O'Hare International Airport,41.97859955,-87.90480042,Herfst,7150169.45107558,green,7.944632723417311,56.67796340503867,40.677804302319885
12150523,Chicago O'Hare International Airport,41.97859955,-87.90480042,Lente,7150169.451075579,orange,7.94463272341731,56.677963405038604,40.67780430231616
12150524,Chicago O'Hare International Airport,41.97859955,-87.90480042,Winter,7150169.451075579,green,7.94463272341731,56.677963405038604,40.67780430231616
12150525,Chicago O'Hare International Airport,41.97859955,-87.90480042,Zomer,7150169.451075579,orange,7.94463272341731,56.677963405038604,40.67780430231616
12205306,McCarran International Airport,36.08010101,-115.1520004,Herfst,9194345.758526228,green,10.215939731695808,12.956383901748557,57.38303410491347
12205307,McCarran International Airport,36.08010101,-115.1520004,Lente,9194345.758526228,orange,10.215939731695808,12.956383901748557,57.38303410491347
12205308,McCarran International Airport,36.08010101,-115.1520004,Winter,9194345.758526228,green,10.215939731695808,12.956383901748557,57.38303410491347
12205309,McCarran International Airport,36.08010101,-115.1520004,Zomer,9194345.758526228,orange,10.215939731695808,12.956383901748557,57.38303410491347
12260090,Orlando International Airport,28.42939949,-81.30899811,Herfst,7729667.266886346,green,8.588519185429274,35.3111511257564,18.66906754538417
12260091,Orlando International Airport,28.42939949,-81.30899811,Lente,7729667.266886346,orange,8.588519185429274,35.3111511257564,18.66906754538417
12260092,Orlando International Airport,28.42939949,-81.30899811,Winter,7729667.266886346,green,8.588519185429274,35.3111511257564,18.66906754538417
12260093,Orlando International Airport,28.42939949,-81.30899811,Zomer,7729667.266886346,orange,8.588519185429274,35.3111511257564,18.66906754538417
12314874,Suvarnabhumi Airport,13.68109989,100.7470016,Herfst,9064200.533908838,green,10.071333926565377,4.280035593922561,16.802135635353626
12314875,Suvarnabhumi Airport,13.68109989,100.7470016,Lente,9064200.533908838,orange,10.071333926565377,4.280035593922561,16.802135635353626
12314876,Suvarnabhumi Airport,13.68109989,100.7470016,Winter,9064200.533908838,green,10.071333926565377,4.280035593922561,16.802135635353626
12314877,Suvarnabhumi Airport,13.68109989,100.7470016,Zomer,9064200.533908838,orange,10.071333926565377,4.280035593922561,16.802135635353626
12323478,Incheon International Airport,37.46910095,126.4509964,Herfst,8765104.268297289,green,9.739004742552543,44.34028455315257,20.417073189154266
12323479,Incheon International Airport,37.46910095,126.4509964,Lente,8765104.268297289,green,9.739004742552543,44.34028455315257,20.417073189154266
12323480,Incheon International Airport,37.46910095,126.4509964,Winter,8765104.268297289,green,9.739004742552543,44.34028455315257,20.417073189154266
12323481,Incheon International Airport,37.46910095,126.4509964,Zomer,8765104.268297289,green,9.739004742552543,44.34028455315257,20.417073189154266
12324622,Eleftherios Venizelos International Airport,37.93640137,23.94449997,Herfst,1641363.39163689,green,1.8237371018187665,49.424226109125996,25.453566547559575
12324623,Eleftherios Venizelos International Airport,37.93640137,23.94449997,Lente,1641363.39163689,orange,1.8237371018187665,49.424226109125996,25.453566547559575
12324624,Eleftherios Venizelos International Airport,37.93640137,23.94449997,Winter,1641363.39163689,green,1.8237371018187665,49.424226109125996,25.453566547559575
12324625,Eleftherios Venizelos International Airport,37.93640137,23.94449997,Zomer,1641363.39163689,orange,1.8237371018187665,49.424226109125996,25.453566547559575
12357990,Riga International Airport,56.92359924,23.97109985,Herfst,1483410.208075181,green,1.648233564527979,38.894013871678744,53.64083230072446
12357991,Riga International Airport,56.92359924,23.97109985,Lente,1483410.208075181,green,1.648233564527979,38.894013871678744,53.64083230072446
12357992,Riga International Airport,56.92359924,23.97109985,Winter,1483410.208075181,green,1.648233564527979,38.894013871678744,53.64083230072446
12357993,Riga International Airport,56.92359924,23.97109985,Zomer,1483410.208075181,orange,1.648233564527979,38.894013871678744,53.64083230072446
12363294,Zvartnots International Airport,40.14730072,44.39590073,Herfst,2967629.6891342816,green,3.297366321260313,17.841979275618773,50.51875653712638
12363295,Tbilisi International Airport,41.6692009,44.95470047,Herfst,2934291.796364896,green,3.260324218183218,15.619453090993067,37.167185459584
12363296,Tbilisi International Airport,41.6692009,44.95470047,Lente,2934291.796364896,green,3.260324218183218,15.619453090993067,37.167185459584
12363313,Ministro Pistarini International Airport,-34.8222,-58.5358,Herfst,11298004.45794462,green,12.553338286605134,33.20029719630803,12.017831778481602
12363314,Ministro Pistarini International Airport,-34.8222,-58.5358,Lente,11298004.45794462,green,12.553338286605134,33.20029719630803,12.017831778481602
12363315,Ministro Pistarini International Airport,-34.8222,-58.5358,Winter,11298004.45794462,green,12.553338286605134,33.20029719630803,12.017831778481602
12363316,Ministro Pistarini International Airport,-34.8222,-58.5358,Zomer,11298004.45794462,orange,12.553338286605134,33.20029719630803,12.017831778481602
12364321,Kansai International Airport,34.4272995,135.2440033,Herfst,9498147.426168617,green,10.553497140187352,33.209828411241126,12.589704674467445
12364322,Kansai International Airport,34.4272995,135.2440033,Lente,9498147.426168617,green,10.553497140187352,33.209828411241126,12.589704674467445
12364323,Kansai International Airport,34.4272995,135.2440033,Winter,9498147.426168617,orange,10.553497140187352,33.209828411241126,12.589704674467445
12364324,Kansai International Airport,34.4272995,135.2440033,Zomer,9498147.426168617,green,10.553497140187352,33.209828411241126,12.589704674467445
12368421,Palma De Mallorca Airport,39.55170059,2.738810062,Herfst,996137.3930181481,green,1.1068193255757202,6.4091595345432095,24.549572072592564
12368422,Palma De Mallorca Airport,39.55170059,2.738810062,Lente,996137.393018148,orange,1.10681932557572,6.4091595345432015,24.5495720725921
12368423,Palma De Mallorca Airport,39.55170059,2.738810062,Winter,996137.393018148,green,1.10681932557572,6.4091595345432015,24.5495720725921
12368424,Palma De Mallorca Airport,39.55170059,2.738810062,Zomer,996137.393018148,orange,1.10681932557572,6.4091595345432015,24.5495720725921
12476493,Domodedovo International Airport,55.40879822,37.90629959,Herfst,2203265.109561171,green,2.4480723439568566,26.884340637411395,53.06043824468367
12476494,Domodedovo International Airport,55.40879822,37.90629959,Lente,2203265.109561171,green,2.4480723439568566,26.884340637411395,53.06043824468367
12476495,Domodedovo International Airport,55.40879822,37.90629959,Winter,2203265.109561171,green,2.4480723439568566,26.884340637411395,53.06043824468367
12476496,Domodedovo International Airport,55.40879822,37.90629959,Zomer,2203265.109561171,green,2.4480723439568566,26.884340637411395,53.06043824468367
12493989,Sharm El Sheikh International Airport,27.97730064,34.39500046,Herfst,3113903.2473788816,green,3.459892497087646,27.59354982525877,35.61298951552622
12493990,Sharm El Sheikh International Airport,27.97730064,34.39500046,Lente,3113903.247378881,green,3.4598924970876457,27.59354982525874,35.612989515524355
12493991,Sharm El Sheikh International Airport,27.97730064,34.39500046,Winter,3113903.2473788816,green,3.459892497087646,27.59354982525877,35.61298951552622
12493992,Sharm El Sheikh International Airport,27.97730064,34.39500046,Zomer,3113903.247378881,green,3.4598924970876457,27.59354982525874,35.612989515524355
12505377,Jomo Kenyatta International Airport,-1.319239974,36.92779922,Herfst,6068289.6625828,green,6.742544069536444,44.55264417218665,33.15865033119917
12505378,Jomo Kenyatta International Airport,-1.319239974,36.92779922,Lente,6068289.6625828,green,6.742544069536444,44.55264417218665,33.15865033119917
12505379,Jomo Kenyatta International Airport,-1.319239974,36.92779922,Winter,6068289.6625828,green,6.742544069536444,44.55264417218665,33.15865033119917
12505380,Jomo Kenyatta International Airport,-1.319239974,36.92779922,Zomer,6068289.662582799,green,6.742544069536443,44.55264417218659,33.158650331195446
12506789,Madeira Airport,32.69789886,-16.77449989,Herfst,2690881.594728173,orange,2.9898684385868592,59.39210631521155,23.52637891269289
12506790,Madeira Airport,32.69789886,-16.77449989,Lente,2690881.594728173,orange,2.9898684385868592,59.39210631521155,23.52637891269289
12506791,Madeira Airport,32.69789886,-16.77449989,Winter,2690881.594728173,orange,2.9898684385868592,59.39210631521155,23.52637891269289
12506792,Madeira Airport,32.69789886,-16.77449989,Zomer,2690881.594728173,orange,2.9898684385868592,59.39210631521155,23.52637891269289
12544061,Bol Airport,43.28570175,16.67970085,Herfst,787550.5934310764,green,0.8750562149234182,52.50337289540509,30.202373724305538
12544062,Bol Airport,43.28570175,16.67970085,Lente,787550.5934310765,green,0.8750562149234183,52.5033728954051,30.202373724306003
12544063,Bol Airport,43.28570175,16.67970085,Winter,787550.5934310765,green,0.8750562149234183,52.5033728954051,30.202373724306003
12544064,Bol Airport,43.28570175,16.67970085,Zomer,787550.5934310765,green,0.8750562149234183,52.5033728954051,30.202373724306003
12558501,Yaoundé Nsimalen International Airport,3.722559929,11.5532999,Lente,4855881.245976474,red,5.395423606640527,23.72541639843161,43.52498390589655
12558503,Marsa Alam International Airport,25.5571003,34.58369827,Herfst,3337465.02890982,green,3.7082944765664667,42.49766859398801,29.86011563928053
12558504,Marsa Alam International Airport,25.5571003,34.58369827,Lente,3337465.0289098197,green,3.7082944765664663,42.497668593987974,29.860115639278664
12558505,Marsa Alam International Airport,25.5571003,34.58369827,Winter,3337465.02890982,green,3.7082944765664667,42.49766859398801,29.86011563928053
12558506,Marsa Alam International Airport,25.5571003,34.58369827,Zomer,3337465.02890982,green,3.7082944765664667,42.49766859398801,29.86011563928053
12569891,Milas Bodrum International Airport,37.25059891,27.66430092,Herfst,1932300.8278824734,green,2.1470009198694147,8.82005519216489,49.203311529893426
12569892,Milas Bodrum International Airport,37.25059891,27.66430092,Lente,1932300.8278824736,orange,2.147000919869415,8.820055192164906,49.20331152989436
12569893,Milas Bodrum International Airport,37.25059891,27.66430092,Winter,1932300.8278824736,green,2.147000919869415,8.820055192164906,49.20331152989436
12569894,Milas Bodrum International Airport,37.25059891,27.66430092,Zomer,1932300.8278824736,orange,2.147000919869415,8.820055192164906,49.20331152989436
12606611,Sabiha Gökçen International Airport,40.89860153,29.30920029,Herfst,1805991.1456820108,green,2.0066568285355677,0.3994097121340533,23.964582728043197
12606612,Sabiha Gökçen International Airport,40.89860153,29.30920029,Lente,1805991.1456820106,orange,2.0066568285355673,0.3994097121340378,23.964582728042267
12606613,Sabiha Gökçen International Airport,40.89860153,29.30920029,Winter,1805991.1456820106,green,2.0066568285355673,0.3994097121340378,23.964582728042267
12606614,Sabiha Gökçen International Airport,40.89860153,29.30920029,Zomer,1805991.1456820108,orange,2.0066568285355677,0.3994097121340533,23.964582728043197
12643331,Heringsdorf Airport,53.87870026,14.15229988,Herfst,815480.2744601889,green,0.9060891938446544,54.365351630679264,21.921097840755714
12643332,Heringsdorf Airport,53.87870026,14.15229988,Lente,815480.2744601889,green,0.9060891938446544,54.365351630679264,21.921097840755714
12643333,Heringsdorf Airport,53.87870026,14.15229988,Winter,815480.2744601889,green,0.9060891938446544,54.365351630679264,21.921097840755714
12643334,Heringsdorf Airport,53.87870026,14.15229988,Zomer,815480.2744601889,orange,0.9060891938446544,54.365351630679264,21.921097840755714
12899871,Łódź Władysław Reymont Airport,51.72190094,19.3980999,Herfst,914820.7264060684,green,1.0164674737845205,0.9880484270712283,59.282905624273695
12899872,Łódź Władysław Reymont Airport,51.72190094,19.3980999,Lente,914820.7264060684,orange,1.0164674737845205,0.9880484270712283,59.282905624273695
12899873,Łódź Władysław Reymont Airport,51.72190094,19.3980999,Winter,914820.7264060684,green,1.0164674737845205,0.9880484270712283,59.282905624273695
12899874,Łódź Władysław Reymont Airport,51.72190094,19.3980999,Zomer,914820.7264060684,orange,1.0164674737845205,0.9880484270712283,59.282905624273695
12923787,Mogador Airport,31.39749908,-9.681670189,Herfst,2363961.5099708945,green,2.6266238999676608,37.597433998059635,35.84603988357819
12923788,Mogador Airport,31.39749908,-9.681670189,Lente,2363961.5099708945,green,2.6266238999676608,37.597433998059635,35.84603988357819
12923789,Mogador Airport,31.39749908,-9.681670189,Winter,2363961.5099708945,green,2.6266238999676608,37.597433998059635,35.84603988357819
12923790,Mogador Airport,31.39749908,-9.681670189,Zomer,2363961.5099708945,orange,2.6266238999676608,37.597433998059635,35.84603988357819
12926559,Tuzla International Airport,44.45869827,18.72480011,Herfst,855782.8264353853,red,0.9508698071504281,57.05218842902568,3.1313057415410874
12926560,Tuzla International Airport,44.45869827,18.72480011,Lente,855782.8264353853,green,0.9508698071504281,57.05218842902568,3.1313057415410874
12926561,Tuzla International Airport,44.45869827,18.72480011,Winter,855782.8264353853,red,0.9508698071504281,57.05218842902568,3.1313057415410874
12926562,Tuzla International Airport,44.45869827,18.72480011,Zomer,855782.8264353853,orange,0.9508698071504281,57.05218842902568,3.1313057415410874
12927051,Montgomery Field,32.4759,117.759,Herfst,8692477.264778502,green,9.658308071976114,39.49848431856682,29.909059114009143
