,Name,Latitude,Longitude,datum,afstand,te laat,uur,minuut,seconde
7583860,Santiago de Compostela Airport,42.89630127,-8.415140152,Winter,1423129.758422771,green,1.5812552871364123,34.875317228184734,52.51903369108401
7583861,Santiago de Compostela Airport,42.89630127,-8.415140152,Zomer,1423129.758422771,orange,1.5812552871364123,34.875317228184734,52.51903369108401
7691930,Valencia Airport,39.48929977,-0.481624991,Herfst,1146859.2717261438,green,1.2742880796957152,16.457284781742917,27.437086904575118
7691931,Valencia Airport,39.48929977,-0.481624991,Lente,1146859.2717261438,orange,1.2742880796957152,16.457284781742917,27.437086904575118
7691932,Valencia Airport,39.48929977,-0.481624991,Winter,1146859.2717261438,green,1.2742880796957152,16.457284781742917,27.437086904575118
7691933,Valencia Airport,39.48929977,-0.481624991,Zomer,1146859.2717261438,orange,1.2742880796957152,16.457284781742917,27.437086904575118
7800002,Sevilla Airport,37.41799927,-5.893109798,Herfst,1625196.9588968235,green,1.8057743987742483,48.346463926454895,20.78783558729384
7800003,Sevilla Airport,37.41799927,-5.893109798,Lente,1625196.9588968237,orange,1.8057743987742485,48.346463926454916,20.787835587294772
7800004,Sevilla Airport,37.41799927,-5.893109798,Winter,1625196.9588968237,green,1.8057743987742485,48.346463926454916,20.787835587294772
7800005,Sevilla Airport,37.41799927,-5.893109798,Zomer,1625196.9588968237,orange,1.8057743987742485,48.346463926454916,20.787835587294772
7908074,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,Herfst,772820.3475699802,green,0.8586892750777557,51.52135650466535,31.28139027992077
7908075,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,Lente,772820.3475699802,orange,0.8586892750777557,51.52135650466535,31.28139027992077
7908076,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,Winter,772820.3475699801,green,0.8586892750777556,51.52135650466534,31.281390279920306
7908077,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,Zomer,772820.3475699801,orange,0.8586892750777556,51.52135650466534,31.281390279920306
7963222,Poitiers-Biard Airport,46.58769989,0.306665987,Herfst,633812.2532481471,green,0.7042358369423857,42.25415021654314,15.249012992588337
7963223,Poitiers-Biard Airport,46.58769989,0.306665987,Lente,633812.2532481471,orange,0.7042358369423857,42.25415021654314,15.249012992588337
7963224,Poitiers-Biard Airport,46.58769989,0.306665987,Winter,633812.2532481471,green,0.7042358369423857,42.25415021654314,15.249012992588337
7963225,Poitiers-Biard Airport,46.58769989,0.306665987,Zomer,633812.2532481471,orange,0.7042358369423857,42.25415021654314,15.249012992588337
8018370,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,Herfst,821941.662116383,green,0.9132685134626477,54.796110807758865,47.76664846553188
8018371,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,Lente,821941.662116383,orange,0.9132685134626477,54.796110807758865,47.76664846553188
8018372,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,Winter,821941.662116383,green,0.9132685134626477,54.796110807758865,47.76664846553188
8018373,Tarbes-Lourdes-Pyrénées Airport,43.17869949,-0.006439,Zomer,821941.662116383,orange,0.9132685134626477,54.796110807758865,47.76664846553188
8073518,Dole-Tavaux Airport,47.042686,5.435061,Herfst,240329.3240891756,green,0.2670325823213062,16.021954939278373,1.3172963567024563
8073519,Dole-Tavaux Airport,47.042686,5.435061,Lente,240329.3240891756,orange,0.2670325823213062,16.021954939278373,1.3172963567024563
8073520,Dole-Tavaux Airport,47.042686,5.435061,Winter,240329.3240891756,green,0.2670325823213062,16.021954939278373,1.3172963567024563
8073521,Dole-Tavaux Airport,47.042686,5.435061,Zomer,240329.3240891756,orange,0.2670325823213062,16.021954939278373,1.3172963567024563
8128666,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,Herfst,549354.6445886437,green,0.6103940495429374,36.62364297257625,37.41857835457474
8128667,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,Lente,549354.6445886437,orange,0.6103940495429374,36.62364297257625,37.41857835457474
8128668,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,Winter,549354.6445886437,green,0.6103940495429374,36.62364297257625,37.41857835457474
8128669,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,Zomer,549354.6445886437,orange,0.6103940495429374,36.62364297257625,37.41857835457474
8183814,Figari Sud-Corse Airport,41.50059891,9.097780228,Herfst,664171.3182204933,green,0.7379681313561036,44.27808788136622,16.68527288197307
8183815,Figari Sud-Corse Airport,41.50059891,9.097780228,Lente,664171.3182204933,orange,0.7379681313561036,44.27808788136622,16.68527288197307
8183816,Figari Sud-Corse Airport,41.50059891,9.097780228,Winter,664171.3182204933,green,0.7379681313561036,44.27808788136622,16.68527288197307
8183817,Figari Sud-Corse Airport,41.50059891,9.097780228,Zomer,664171.3182204933,orange,0.7379681313561036,44.27808788136622,16.68527288197307
8238962,Lyon Saint-Exupéry Airport,45.7255556,5.0811111,Herfst,328580.5562242855,green,0.3650895069158728,21.90537041495237,54.322224897142036
8238963,Lyon Saint-Exupéry Airport,45.7255556,5.0811111,Lente,328580.5562242855,orange,0.3650895069158728,21.90537041495237,54.322224897142036
8238964,Lyon Saint-Exupéry Airport,45.7255556,5.0811111,Winter,328580.5562242855,green,0.3650895069158728,21.90537041495237,54.322224897142036
8238965,Lyon Saint-Exupéry Airport,45.7255556,5.0811111,Zomer,328580.5562242855,orange,0.3650895069158728,21.90537041495237,54.322224897142036
8294110,Marseille Provence Airport,43.43927192,5.221424103,Herfst,517488.32831588027,green,0.5749870314620892,34.49922188772535,29.953313263521064
8294111,Marseille Provence Airport,43.43927192,5.221424103,Lente,517488.32831588027,orange,0.5749870314620892,34.49922188772535,29.953313263521064
8294112,Marseille Provence Airport,43.43927192,5.221424103,Winter,517488.32831588027,green,0.5749870314620892,34.49922188772535,29.953313263521064
8294113,Marseille Provence Airport,43.43927192,5.221424103,Zomer,517488.32831588027,orange,0.5749870314620892,34.49922188772535,29.953313263521064
8349258,Nice-Côte d'Azur Airport,43.65840149,7.215869904,Herfst,435641.8113932794,green,0.4840464571036438,29.042787426218627,2.5672455731176305
8349259,Nice-Côte d'Azur Airport,43.65840149,7.215869904,Lente,435641.8113932794,orange,0.4840464571036438,29.042787426218627,2.5672455731176305
8349260,Nice-Côte d'Azur Airport,43.65840149,7.215869904,Winter,435641.8113932794,green,0.4840464571036438,29.042787426218627,2.5672455731176305
8349261,Nice-Côte d'Azur Airport,43.65840149,7.215869904,Zomer,435641.81139327935,orange,0.48404645710364375,29.042787426218624,2.5672455731173978
8404406,Le Castellet Airport,43.25249863,5.785190105,Herfst,515717.43611880875,green,0.573019373465343,34.381162407920584,22.869744475235
8404407,Le Castellet Airport,43.25249863,5.785190105,Lente,515717.43611880875,orange,0.573019373465343,34.381162407920584,22.869744475235
8404408,Le Castellet Airport,43.25249863,5.785190105,Winter,515717.4361188088,green,0.5730193734653432,34.381162407920584,22.86974447523523
8404409,Le Castellet Airport,43.25249863,5.785190105,Zomer,515717.43611880875,orange,0.573019373465343,34.381162407920584,22.869744475235
8459554,Paris-Le Bourget Airport,48.9693985,2.441390038,Herfst,483566.2078012055,green,0.5372957864457839,32.237747186747036,14.264831204822054
8459555,Paris-Le Bourget Airport,48.9693985,2.441390038,Lente,483566.2078012055,orange,0.5372957864457839,32.237747186747036,14.264831204822054
8459556,Paris-Le Bourget Airport,48.9693985,2.441390038,Winter,483566.2078012055,green,0.5372957864457839,32.237747186747036,14.264831204822054
8459557,Paris-Le Bourget Airport,48.9693985,2.441390038,Zomer,483566.2078012055,orange,0.5372957864457839,32.237747186747036,14.264831204822054
8514702,Charles de Gaulle International Airport,49.01279831,2.549999952,Herfst,477547.4954116982,green,0.5306083282352202,31.83649969411321,50.18998164679273
8514703,Charles de Gaulle International Airport,49.01279831,2.549999952,Lente,477547.4954116982,orange,0.5306083282352202,31.83649969411321,50.18998164679273
8514704,Charles de Gaulle International Airport,49.01279831,2.549999952,Winter,477547.4954116982,green,0.5306083282352202,31.83649969411321,50.18998164679273
8514705,Charles de Gaulle International Airport,49.01279831,2.549999952,Zomer,477547.4954116982,orange,0.5306083282352202,31.83649969411321,50.18998164679273
8569850,Paris-Orly Airport,48.7233333,2.3794444,Herfst,480257.5101162408,green,0.533619455684712,32.01716734108272,1.0300404649632984
8569851,Paris-Orly Airport,48.7233333,2.3794444,Lente,480257.5101162408,orange,0.533619455684712,32.01716734108272,1.0300404649632984
8569852,Paris-Orly Airport,48.7233333,2.3794444,Winter,480257.5101162408,green,0.533619455684712,32.01716734108272,1.0300404649632984
8569853,Paris-Orly Airport,48.7233333,2.3794444,Zomer,480257.5101162408,orange,0.533619455684712,32.01716734108272,1.0300404649632984
8624998,Lille-Lesquin Airport,50.563332,3.086886,Herfst,527393.7029238597,green,0.585993003248733,35.15958019492398,9.57481169543881
8624999,Lille-Lesquin Airport,50.563332,3.086886,Lente,527393.7029238597,orange,0.585993003248733,35.15958019492398,9.57481169543881
8625000,Lille-Lesquin Airport,50.563332,3.086886,Winter,527393.7029238597,green,0.585993003248733,35.15958019492398,9.57481169543881
8625001,Lille-Lesquin Airport,50.563332,3.086886,Zomer,527393.7029238597,orange,0.585993003248733,35.15958019492398,9.57481169543881
8680146,Nantes Atlantique Airport,47.15319824,-1.610730052,Herfst,768487.772638376,green,0.8538753029315289,51.232518175891734,13.951090553503949
8680147,Nantes Atlantique Airport,47.15319824,-1.610730052,Lente,768487.772638376,orange,0.8538753029315289,51.232518175891734,13.951090553503949
8680148,Nantes Atlantique Airport,47.15319824,-1.610730052,Winter,768487.772638376,green,0.8538753029315289,51.232518175891734,13.951090553503949
8680149,Nantes Atlantique Airport,47.15319824,-1.610730052,Zomer,768487.772638376,orange,0.8538753029315289,51.232518175891734,13.951090553503949
8735294,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,Herfst,1928058.1719920298,green,2.142286857768922,8.537211466135318,32.232687968119045
8735295,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,Lente,1928058.17199203,orange,2.142286857768922,8.537211466135332,32.232687968119976
8735296,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,Winter,1928058.1719920302,green,2.1422868577689225,8.537211466135348,32.23268796812091
8735297,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,Zomer,1928058.17199203,orange,2.142286857768922,8.537211466135332,32.232687968119976
8768662,Kalamata Airport,37.06829834,22.02549934,Herfst,1598563.0384291762,green,1.7761811538101957,46.57086922861175,34.25215371670481
8768663,Kalamata Airport,37.06829834,22.02549934,Lente,1598563.0384291762,orange,1.7761811538101957,46.57086922861175,34.25215371670481
8768664,Kalamata Airport,37.06829834,22.02549934,Winter,1598563.0384291762,green,1.7761811538101957,46.57086922861175,34.25215371670481
8768665,Kalamata Airport,37.06829834,22.02549934,Zomer,1598563.0384291762,orange,1.7761811538101957,46.57086922861175,34.25215371670481
8802030,Kos Airport,36.79330063,27.0916996,Herfst,1929447.8466324224,green,2.1438309407026916,8.629856442161493,37.79138652968965
8802031,Kos Airport,36.79330063,27.0916996,Lente,1929447.8466324222,orange,2.143830940702691,8.62985644216148,37.79138652968872
8802032,Kos Airport,36.79330063,27.0916996,Winter,1929447.8466324224,green,2.1438309407026916,8.629856442161493,37.79138652968965
8802033,Kos Airport,36.79330063,27.0916996,Zomer,1929447.8466324224,orange,2.1438309407026916,8.629856442161493,37.79138652968965
8835398,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,Herfst,1265099.7560106642,green,1.4056663955674047,24.339983734044278,20.399024042656645
8835399,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,Lente,1265099.7560106642,orange,1.4056663955674047,24.339983734044278,20.399024042656645
8835400,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,Winter,1265099.7560106642,green,1.4056663955674047,24.339983734044278,20.399024042656645
8835401,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,Zomer,1265099.7560106642,orange,1.4056663955674047,24.339983734044278,20.399024042656645
8868766,Mikonos Airport,37.43510056,25.34810066,Herfst,1768508.419461984,green,1.9650093549577599,57.9005612974656,54.03367784793582
8868767,Mikonos Airport,37.43510056,25.34810066,Lente,1768508.419461984,orange,1.9650093549577599,57.9005612974656,54.03367784793582
8868768,Mikonos Airport,37.43510056,25.34810066,Winter,1768508.419461984,green,1.9650093549577599,57.9005612974656,54.03367784793582
8868769,Mikonos Airport,37.43510056,25.34810066,Zomer,1768508.419461984,orange,1.9650093549577599,57.9005612974656,54.03367784793582
8902134,Diagoras Airport,36.40539932,28.08620071,Herfst,2023587.113366233,green,2.2484301259624813,14.905807557748863,54.34845346493181
8902135,Diagoras Airport,36.40539932,28.08620071,Lente,2023587.113366233,orange,2.2484301259624813,14.905807557748863,54.34845346493181
8902136,Diagoras Airport,36.40539932,28.08620071,Winter,2023587.1133662327,green,2.248430125962481,14.905807557748847,54.34845346493088
8902137,Diagoras Airport,36.40539932,28.08620071,Zomer,2023587.1133662332,orange,2.2484301259624813,14.90580755774888,54.34845346493274
8935502,Araxos Airport,38.1511,21.4256,Herfst,1472698.0747526255,green,1.636331194169584,38.17987165017504,10.792299010502175
8935503,Araxos Airport,38.1511,21.4256,Lente,1472698.0747526255,orange,1.636331194169584,38.17987165017504,10.792299010502175
8935504,Araxos Airport,38.1511,21.4256,Winter,1472698.0747526255,green,1.636331194169584,38.17987165017504,10.792299010502175
8935505,Araxos Airport,38.1511,21.4256,Zomer,1472698.0747526255,orange,1.636331194169584,38.17987165017504,10.792299010502175
8968870,Chania International Airport,35.53170013,24.14970016,Herfst,1851506.72135069,green,2.0572296903896556,3.4337814233793256,26.026885402759536
8968871,Chania International Airport,35.53170013,24.14970016,Lente,1851506.72135069,orange,2.0572296903896556,3.4337814233793256,26.026885402759536
8968872,Chania International Airport,35.53170013,24.14970016,Winter,1851506.72135069,green,2.0572296903896556,3.4337814233793256,26.026885402759536
8968873,Chania International Airport,35.53170013,24.14970016,Zomer,1851506.72135069,orange,2.0572296903896556,3.4337814233793256,26.026885402759536
9002238,Samos Airport,37.68999863,26.9116993,Herfst,1850175.737882355,green,2.0557508198692833,3.3450491921569996,20.70295152941998
9002239,Samos Airport,37.68999863,26.9116993,Lente,1850175.7378823548,orange,2.055750819869283,3.345049192156984,20.70295152941905
9002240,Samos Airport,37.68999863,26.9116993,Winter,1850175.7378823548,green,2.055750819869283,3.345049192156984,20.70295152941905
9002241,Samos Airport,37.68999863,26.9116993,Zomer,1850175.7378823548,orange,2.055750819869283,3.345049192156984,20.70295152941905
9035606,Santorini Airport,36.39920044,25.47929955,Herfst,1858718.0114559885,green,2.065242234951098,3.914534097065901,54.872045823954046
9035607,Santorini Airport,36.39920044,25.47929955,Lente,1858718.0114559885,orange,2.065242234951098,3.914534097065901,54.872045823954046
9035608,Santorini Airport,36.39920044,25.47929955,Winter,1858718.0114559885,green,2.065242234951098,3.914534097065901,54.872045823954046
9035609,Santorini Airport,36.39920044,25.47929955,Zomer,1858718.0114559885,orange,2.065242234951098,3.914534097065901,54.872045823954046
9068974,Thessaloniki Macedonia International Airport,40.5196991,22.97089958,Herfst,1387142.1637951394,green,1.5412690708834882,32.476144253009295,28.56865518055763
9068975,Thessaloniki Macedonia International Airport,40.5196991,22.97089958,Lente,1387142.1637951394,orange,1.5412690708834882,32.476144253009295,28.56865518055763
9068976,Thessaloniki Macedonia International Airport,40.5196991,22.97089958,Winter,1387142.1637951394,green,1.5412690708834882,32.476144253009295,28.56865518055763
9068977,Thessaloniki Macedonia International Airport,40.5196991,22.97089958,Zomer,1387142.1637951394,orange,1.5412690708834882,32.476144253009295,28.56865518055763
9102342,Dionysios Solomos Airport,37.75090027,20.88430023,Herfst,1475932.618484201,green,1.6399251316491121,38.395507898946725,23.730473936803637
9102343,Dionysios Solomos Airport,37.75090027,20.88430023,Lente,1475932.618484201,orange,1.6399251316491121,38.395507898946725,23.730473936803637
9102344,Dionysios Solomos Airport,37.75090027,20.88430023,Winter,1475932.618484201,green,1.6399251316491121,38.395507898946725,23.730473936803637
9102345,Dionysios Solomos Airport,37.75090027,20.88430023,Zomer,1475932.618484201,orange,1.6399251316491121,38.395507898946725,23.730473936803637
9135710,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,Herfst,806781.4480091647,green,0.8964238311212941,53.78542986727764,47.125792036658616
9135711,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,Lente,806781.4480091647,orange,0.8964238311212941,53.78542986727764,47.125792036658616
9135712,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,Winter,806781.4480091647,green,0.8964238311212941,53.78542986727764,47.125792036658616
9135713,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,Zomer,806781.4480091647,orange,0.8964238311212941,53.78542986727764,47.125792036658616
9146322,Debrecen International Airport,47.48889923,21.61529922,Herfst,983724.5250124842,green,1.0930272500138714,5.581635000832278,34.89810004993668
9146323,Debrecen International Airport,47.48889923,21.61529922,Lente,983724.5250124843,orange,1.0930272500138714,5.581635000832286,34.89810004993714
9146324,Debrecen International Airport,47.48889923,21.61529922,Winter,983724.525012484,green,1.0930272500138711,5.581635000832271,34.89810004993621
9146325,Debrecen International Airport,47.48889923,21.61529922,Zomer,983724.525012484,orange,1.0930272500138711,5.581635000832271,34.89810004993621
9156934,Bari Karol Wojtyła Airport,41.138901,16.760599,Herfst,959898.1768888857,green,1.0665535298765396,3.9932117925923785,59.5927075555427
9156935,Bari Karol Wojtyła Airport,41.138901,16.760599,Lente,959898.1768888858,orange,1.0665535298765398,3.993211792592386,59.592707555543164
9156936,Bari Karol Wojtyła Airport,41.138901,16.760599,Winter,959898.1768888858,green,1.0665535298765398,3.993211792592386,59.592707555543164
9156937,Bari Karol Wojtyła Airport,41.138901,16.760599,Zomer,959898.1768888859,orange,1.0665535298765398,3.993211792592394,59.59270755554363
9231918,Brindisi – Salento Airport,40.6576,17.947001,Herfst,1065791.9823057991,green,1.1842133136731101,11.05279882038661,3.167929223196581
9231919,Brindisi – Salento Airport,40.6576,17.947001,Lente,1065791.9823057991,orange,1.1842133136731101,11.05279882038661,3.167929223196581
9231920,Brindisi – Salento Airport,40.6576,17.947001,Winter,1065791.9823057991,green,1.1842133136731101,11.05279882038661,3.167929223196581
9231921,Brindisi – Salento Airport,40.6576,17.947001,Zomer,1065791.9823057991,orange,1.1842133136731101,11.05279882038661,3.167929223196581
9306902,Lamezia Terme Airport,38.905399,16.2423,Herfst,1136856.5542567708,green,1.2631739491741898,15.790436950451385,47.42621702708304
9306903,Lamezia Terme Airport,38.905399,16.2423,Lente,1136856.5542567708,orange,1.2631739491741898,15.790436950451385,47.42621702708304
9306904,Lamezia Terme Airport,38.905399,16.2423,Winter,1136856.5542567708,green,1.2631739491741898,15.790436950451385,47.42621702708304
9306905,Lamezia Terme Airport,38.905399,16.2423,Zomer,1136856.5542567708,orange,1.2631739491741898,15.790436950451385,47.42621702708304
9381886,Catania-Fontanarossa Airport,37.466801,15.0664,Herfst,1232072.696005118,green,1.368969662227909,22.138179733674537,8.290784020472318
9381887,Catania-Fontanarossa Airport,37.466801,15.0664,Lente,1232072.696005118,orange,1.368969662227909,22.138179733674537,8.290784020472318
9381888,Catania-Fontanarossa Airport,37.466801,15.0664,Winter,1232072.696005118,green,1.368969662227909,22.138179733674537,8.290784020472318
9381889,Catania-Fontanarossa Airport,37.466801,15.0664,Zomer,1232072.696005118,orange,1.368969662227909,22.138179733674537,8.290784020472318
9456870,Falcone–Borsellino Airport,38.175999,13.091,Herfst,1096178.023513336,green,1.2179755816814843,13.078534900889064,4.712094053343869
9456871,Falcone–Borsellino Airport,38.175999,13.091,Lente,1096178.023513336,orange,1.2179755816814843,13.078534900889064,4.712094053343869
9456872,Falcone–Borsellino Airport,38.175999,13.091,Winter,1096178.023513336,green,1.2179755816814843,13.078534900889064,4.712094053343869
9456873,Falcone–Borsellino Airport,38.175999,13.091,Zomer,1096178.023513336,orange,1.2179755816814843,13.078534900889064,4.712094053343869
9531854,Cagliari Elmas Airport,39.251499,9.05428,Herfst,913397.6812391384,green,1.0148863124879315,0.8931787492758905,53.59072495655343
9531855,Cagliari Elmas Airport,39.251499,9.05428,Lente,913397.6812391384,orange,1.0148863124879315,0.8931787492758905,53.59072495655343
9531856,Cagliari Elmas Airport,39.251499,9.05428,Winter,913397.6812391385,green,1.0148863124879317,0.8931787492758982,53.59072495655389
9531857,Cagliari Elmas Airport,39.251499,9.05428,Zomer,913397.6812391384,orange,1.0148863124879315,0.8931787492758905,53.59072495655343
9606838,Olbia Costa Smeralda Airport,40.898701,9.51763,Herfst,733667.317470696,green,0.8151859083007734,48.9111544980464,54.66926988278423
9606839,Olbia Costa Smeralda Airport,40.898701,9.51763,Lente,733667.317470696,orange,0.8151859083007734,48.9111544980464,54.66926988278423
9606840,Olbia Costa Smeralda Airport,40.898701,9.51763,Winter,733667.317470696,green,0.8151859083007734,48.9111544980464,54.66926988278423
9606841,Olbia Costa Smeralda Airport,40.898701,9.51763,Zomer,733667.317470696,orange,0.8151859083007734,48.9111544980464,54.66926988278423
9681822,Malpensa International Airport,45.6306,8.72811,Herfst,204343.31386530612,green,0.2270481265170068,13.622887591020408,37.373255461224474
9681823,Malpensa International Airport,45.6306,8.72811,Lente,204343.31386530612,orange,0.2270481265170068,13.622887591020408,37.373255461224474
9681824,Malpensa International Airport,45.6306,8.72811,Winter,204343.31386530612,green,0.2270481265170068,13.622887591020408,37.373255461224474
9681825,Malpensa International Airport,45.6306,8.72811,Zomer,204343.31386530615,orange,0.22704812651700684,13.62288759102041,37.37325546122459
9756806,Turin Airport,45.200802,7.64963,Herfst,261002.25347932248,green,0.29000250386591386,17.400150231954832,24.009013917289906
9756807,Turin Airport,45.200802,7.64963,Lente,261002.25347932245,orange,0.2900025038659138,17.40015023195483,24.009013917289792
9756808,Turin Airport,45.200802,7.64963,Winter,261002.25347932245,green,0.2900025038659138,17.40015023195483,24.009013917289792
9756809,Turin Airport,45.200802,7.64963,Zomer,261002.25347932248,orange,0.29000250386591386,17.400150231954832,24.009013917289906
9831790,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,Herfst,418427.48755122506,green,0.46491943061247226,27.895165836748337,53.70995020490023
9831791,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,Lente,418427.48755122506,orange,0.46491943061247226,27.895165836748337,53.70995020490023
9831792,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,Winter,418427.48755122506,green,0.46491943061247226,27.895165836748337,53.70995020490023
9831793,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,Zomer,418427.4875512251,orange,0.4649194306124724,27.89516583674834,53.709950204900466
9906774,Venice Marco Polo Airport,45.505299,12.3519,Herfst,364204.4131659998,green,0.4046715701844442,24.280294211066654,16.817652663999237
9906775,Venice Marco Polo Airport,45.505299,12.3519,Lente,364204.41316599987,orange,0.4046715701844443,24.280294211066657,16.81765266399947
9906776,Venice Marco Polo Airport,45.505299,12.3519,Winter,364204.4131659998,green,0.4046715701844442,24.280294211066654,16.817652663999237
9906777,Venice Marco Polo Airport,45.505299,12.3519,Zomer,364204.4131659998,orange,0.4046715701844442,24.280294211066654,16.817652663999237
9981758,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,Herfst,694006.0974171449,green,0.77111788601905,46.267073161142996,16.02438966857968
9981759,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,Lente,694006.0974171449,orange,0.77111788601905,46.267073161142996,16.02438966857968
9981760,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,Winter,694006.0974171449,green,0.77111788601905,46.267073161142996,16.02438966857968
9981761,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,Zomer,694006.0974171449,orange,0.77111788601905,46.267073161142996,16.02438966857968
10056742,Naples International Airport,40.886002,14.2908,Herfst,862672.9637676083,green,0.9585255152973425,57.51153091784055,30.691855070433114
10056743,Naples International Airport,40.886002,14.2908,Lente,862672.9637676083,orange,0.9585255152973425,57.51153091784055,30.691855070433114
10056744,Naples International Airport,40.886002,14.2908,Winter,862672.9637676083,green,0.9585255152973425,57.51153091784055,30.691855070433114
10056745,Naples International Airport,40.886002,14.2908,Zomer,862672.9637676083,orange,0.9585255152973425,57.51153091784055,30.691855070433114
10131726,Pisa International Airport,43.683899,10.3927,Herfst,444128.8011072851,green,0.4934764456747612,29.608586740485674,36.51520442914031
10131727,Pisa International Airport,43.683899,10.3927,Lente,444128.8011072851,orange,0.4934764456747612,29.608586740485674,36.51520442914031
10131728,Pisa International Airport,43.683899,10.3927,Winter,444128.8011072851,green,0.4934764456747612,29.608586740485674,36.51520442914031
10131729,Pisa International Airport,43.683899,10.3927,Zomer,444128.801107285,orange,0.4934764456747611,29.608586740485666,36.515204429140084
10206710,Peretola Airport,43.810001,11.2051,Herfst,455866.2127837849,green,0.5065180142042054,30.391080852252326,23.464851135139586
10206711,Peretola Airport,43.810001,11.2051,Lente,455866.2127837849,orange,0.5065180142042054,30.391080852252326,23.464851135139586
10206712,Peretola Airport,43.810001,11.2051,Winter,455866.2127837849,green,0.5065180142042054,30.391080852252326,23.464851135139586
10206713,Peretola Airport,43.810001,11.2051,Zomer,455866.2127837849,orange,0.5065180142042054,30.391080852252326,23.464851135139586
10281694,Ljubljana Jože Pučnik Airport,46.223701,14.4576,Herfst,471180.2152196908,orange,0.5235335724663231,31.412014347979387,24.720860878763254
10281695,Ljubljana Jože Pučnik Airport,46.223701,14.4576,Lente,471180.2152196908,green,0.5235335724663231,31.412014347979387,24.720860878763254
10281696,Ljubljana Jože Pučnik Airport,46.223701,14.4576,Winter,471180.2152196908,green,0.5235335724663231,31.412014347979387,24.720860878763254
10281697,Ljubljana Jože Pučnik Airport,46.223701,14.4576,Zomer,471180.2152196908,orange,0.5235335724663231,31.412014347979387,24.720860878763254
10288250,Ben Gurion International Airport,32.01139832,34.88669968,Herfst,2812165.575770599,green,3.124628417522888,7.477705051373256,28.662303082395344
10288251,Ben Gurion International Airport,32.01139832,34.88669968,Lente,2812165.575770599,orange,3.124628417522888,7.477705051373256,28.662303082395344
10288252,Ben Gurion International Airport,32.01139832,34.88669968,Winter,2812165.575770599,green,3.124628417522888,7.477705051373256,28.662303082395344
10288253,Ben Gurion International Airport,32.01139832,34.88669968,Zomer,2812165.575770599,orange,3.124628417522888,7.477705051373256,28.662303082395344
10300686,Ovda International Airport,29.94029999,34.93579865,Herfst,2982491.324439404,green,3.3138792493771154,18.83275496262694,49.96529775761627
10300687,Ovda International Airport,29.94029999,34.93579865,Lente,2982491.324439404,orange,3.3138792493771154,18.83275496262694,49.96529775761627
10300688,Ovda International Airport,29.94029999,34.93579865,Winter,2982491.324439404,green,3.3138792493771154,18.83275496262694,49.96529775761627
10300689,Ovda International Airport,29.94029999,34.93579865,Zomer,2982491.3244394045,orange,3.3138792493771163,18.832754962626968,49.96529775761813
10313122,Malta International Airport,35.857498,14.4775,Herfst,1379443.389275949,orange,1.5327148769732766,31.962892618396598,57.77355710379593
10313123,Malta International Airport,35.857498,14.4775,Lente,1379443.389275949,orange,1.5327148769732766,31.962892618396598,57.77355710379593
10313124,Malta International Airport,35.857498,14.4775,Winter,1379443.389275949,orange,1.5327148769732766,31.962892618396598,57.77355710379593
10313125,Malta International Airport,35.857498,14.4775,Zomer,1379443.389275949,orange,1.5327148769732766,31.962892618396598,57.77355710379593
10317994,Graz Airport,46.99110031,15.43959999,Herfst,524300.2778930821,green,0.5825558643256468,34.953351859538806,57.201111572328486
10317995,Graz Airport,46.99110031,15.43959999,Lente,524300.2778930821,green,0.5825558643256468,34.953351859538806,57.201111572328486
10317996,Graz Airport,46.99110031,15.43959999,Winter,524300.2778930821,green,0.5825558643256468,34.953351859538806,57.201111572328486
