,datum,Country,te laat,afstand,ISO 3166 Country Code,Latitude,Longitude,uur,minuut,seconde
236,Zomer,Ireland,orange,1279789.6051396641,IE,53.0,-8.0,1.4219884501551823,25.319307009310943,19.158420558656566
237,Zomer,Israel,orange,2897328.450105001,IL,31.5,34.75,3.219253833450001,13.155230007000082,9.313800420004874
238,Zomer,Italy,orange,722834.2649878281,IT,42.83,12.83,0.803149183319809,48.18895099918854,11.337059951312375
239,Zomer,Japan,green,9557975.818554452,JP,36.0,138.0,10.619973131727168,37.19838790363011,11.903274217806757
240,Zomer,Jordan,orange,2908799.77707359,JO,31.0,36.0,3.231999752303989,13.919985138239339,55.19910829436034
241,Zomer,Kenya,green,6068289.662582799,KE,1.0,38.0,6.742544069536443,44.55264417218659,33.158650331195446
242,Zomer,Latvia,orange,1483410.208075181,LV,57.0,25.0,1.648233564527979,38.894013871678744,53.64083230072446
243,Zomer,Lebanon,orange,2714411.894743943,LB,33.83,35.83,3.016013216382159,0.9607929829295414,57.64757897577248
244,Zomer,Luxembourg,orange,295929.1877591087,LU,49.75,6.17,0.3288102086212319,19.728612517273916,43.7167510364349
245,Zomer,Macedonia,orange,1197848.0930531668,MK,41.83,22.0,1.3309423256146298,19.856539536877783,51.39237221266702
246,Zomer,Malta,orange,1379443.389275949,MT,35.83,14.58,1.5327148769732766,31.962892618396598,57.77355710379593
247,Zomer,Mauritius,green,8979741.05680707,MU,-20.28,57.55,9.977490063118966,58.64940378713794,38.96422722827643
248,Zomer,Mexico,orange,8707216.499340693,MX,23.0,-102.0,9.674684999267436,40.48109995604617,28.86599736277014
249,Zomer,Montenegro,orange,1016500.2164712584,ME,42.0,19.0,1.1294446849680648,7.766681098083896,46.00086588503374
250,Zomer,Morocco,orange,2284474.1004361496,MA,32.0,-5.0,2.5383045560401665,32.29827336240997,17.896401744598524
251,Zomer,Netherlands,orange,565524.7294574515,NL,52.5,5.75,0.6283608105082794,37.70164863049677,42.098917829805984
252,Zomer,Norway,orange,2213079.414094044,NO,62.0,10.0,2.4589771267711598,27.538627606269593,32.317656376175584
253,Zomer,Oman,green,5114292.547121781,OM,21.0,57.0,5.682547274579757,40.95283647478539,57.170188487123696
254,Zomer,Poland,orange,904481.9632996817,PL,52.0,20.0,1.0049799592218684,0.29879755331211105,17.927853198726662
255,Zomer,Portugal,orange,1933457.8025280088,PT,39.5,-8.0,2.148286447253343,8.897186835200587,53.83121011203527
256,Zomer,Qatar,green,4497246.51998999,QA,25.5,51.25,4.996940577766655,59.81643466599931,48.98607995995879
257,Zomer,Romania,orange,1486218.7861853132,RO,46.0,25.0,1.6513542068725702,39.08125241235422,4.8751447412529965
258,Zomer,Saudi Arabia,red,3960123.835731349,SA,25.0,45.0,4.400137595257054,24.008255715423264,0.4953429253958166
259,Zomer,Serbia,orange,1070896.2742800813,RS,44.0,21.0,1.1898847492000904,11.393084952005418,23.58509712032508
260,Zomer,Seychelles,orange,7375352.659785436,SC,-4.58,55.67,8.194836288650484,11.690177319029036,41.41063914174214
261,Zomer,Singapore,orange,10309661.663657624,SG,1.37,103.8,11.455179626286249,27.310777577174953,18.6466546304971
262,Zomer,Slovenia,orange,471180.2152196908,SI,46.0,15.0,0.5235335724663231,31.412014347979387,24.720860878763254
263,Zomer,South Africa,green,8730961.996120969,ZA,-29.0,24.0,9.701068884578854,42.06413307473125,3.8479844838753343
264,Zomer,Spain,orange,1724914.06554813,ES,40.0,-4.0,1.9165711839423667,54.994271036542,59.656262192520316
265,Zomer,Sweden,orange,1325293.2118673858,SE,62.0,15.0,1.4725480131859843,28.352880791159052,21.172847469543107
266,Zomer,Switzerland,orange,123177.70175402104,CH,47.0,8.0,0.13686411306002338,8.211846783601402,12.710807016084145
267,Zomer,Thailand,orange,9198650.586749937,TH,15.0,100.0,10.220722874166597,13.243372449995826,14.60234699974954
268,Zomer,Tunisia,orange,1353807.2309942802,TN,34.0,9.0,1.5042302566603114,30.25381539961868,15.228923977120779
269,Zomer,Turkey,orange,2037410.0777657316,TR,39.0,35.0,2.2637889752952574,15.827338517715441,49.64031106292643
270,Zomer,Ukraine,orange,1646960.6784359748,UA,49.0,32.0,1.8299563093733053,49.797378562398315,47.84271374389902
271,Zomer,United Arab Emirates,green,4778775.273611671,AE,24.0,54.0,5.309750304012968,18.585018240778087,35.10109444668517
272,Zomer,United Kingdom,orange,973287.8733495864,GB,54.0,-2.0,1.0814309703884293,4.885858223305759,53.15149339834554
273,Zomer,United States,orange,7834137.571939665,US,38.0,-97.0,8.704597302155182,42.27583812931099,16.55028775865957
